trip,mark,length,weight,year,section,species
2,0,370,570,1998,ScottyBrown,RBT
2,0,422,750,1998,ScottyBrown,RBT
2,0,210,130,1998,ScottyBrown,RBT
2,0,335,380,1998,ScottyBrown,RBT
2,0,220,140,1998,ScottyBrown,RBT
2,0,182,100,1998,ScottyBrown,RBT
2,0,130,20,1998,ScottyBrown,RBT
2,0,338,420,1998,ScottyBrown,RBT
2,1,445,NA,1998,ScottyBrown,RBT
2,0,351,460,1998,ScottyBrown,RBT
2,1,276,NA,1998,ScottyBrown,RBT
2,0,302,290,1998,ScottyBrown,RBT
2,0,230,130,1998,ScottyBrown,RBT
2,0,295,280,1998,ScottyBrown,RBT
2,1,195,NA,1998,ScottyBrown,RBT
2,0,202,90,1998,ScottyBrown,RBT
2,0,228,115,1998,ScottyBrown,RBT
2,0,152,25,1998,ScottyBrown,RBT
2,1,202,NA,1998,ScottyBrown,RBT
2,0,135,20,1998,ScottyBrown,RBT
2,0,122,15,1998,ScottyBrown,RBT
2,0,265,190,1998,ScottyBrown,RBT
2,0,296,270,1998,ScottyBrown,RBT
2,0,408,580,1998,ScottyBrown,RBT
2,0,308,295,1998,ScottyBrown,RBT
2,1,256,NA,1998,ScottyBrown,RBT
2,0,326,420,1998,ScottyBrown,RBT
2,0,368,500,1998,ScottyBrown,RBT
2,1,410,NA,1998,ScottyBrown,RBT
2,0,276,210,1998,ScottyBrown,RBT
2,0,336,505,1998,ScottyBrown,RBT
2,1,304,NA,1998,ScottyBrown,RBT
2,0,394,570,1998,ScottyBrown,RBT
2,1,316,NA,1998,ScottyBrown,RBT
2,0,244,150,1998,ScottyBrown,RBT
2,0,430,790,1998,ScottyBrown,RBT
2,0,250,170,1998,ScottyBrown,RBT
2,0,296,275,1998,ScottyBrown,RBT
2,1,230,NA,1998,ScottyBrown,RBT
2,0,240,160,1998,ScottyBrown,RBT
2,0,445,810,1998,ScottyBrown,RBT
2,1,360,NA,1998,ScottyBrown,RBT
2,0,386,610,1998,ScottyBrown,RBT
2,0,340,470,1998,ScottyBrown,RBT
2,0,282,220,1998,ScottyBrown,RBT
2,0,274,220,1998,ScottyBrown,RBT
2,0,196,90,1998,ScottyBrown,RBT
1,0,475,760,2000,ScottyBrown,RBT
1,0,395,530,2000,ScottyBrown,RBT
1,0,270,190,2000,ScottyBrown,RBT
1,0,282,250,2000,ScottyBrown,RBT
1,0,350,370,2000,ScottyBrown,RBT
1,0,203,90,2000,ScottyBrown,RBT
1,0,174,45,2000,ScottyBrown,RBT
1,0,100,15,2000,ScottyBrown,RBT
1,0,93,15,2000,ScottyBrown,RBT
1,0,92,10,2000,ScottyBrown,RBT
1,0,478,990,2000,ScottyBrown,RBT
1,0,448,840,2000,ScottyBrown,RBT
1,0,430,770,2000,ScottyBrown,RBT
1,0,416,660,2000,ScottyBrown,RBT
1,0,420,710,2000,ScottyBrown,RBT
1,0,380,580,2000,ScottyBrown,RBT
1,0,325,320,2000,ScottyBrown,RBT
1,0,305,300,2000,ScottyBrown,RBT
1,0,310,310,2000,ScottyBrown,RBT
1,0,315,340,2000,ScottyBrown,RBT
1,0,325,360,2000,ScottyBrown,RBT
1,0,325,320,2000,ScottyBrown,RBT
1,0,245,150,2000,ScottyBrown,RBT
1,0,250,150,2000,ScottyBrown,RBT
1,0,232,130,2000,ScottyBrown,RBT
1,0,302,260,2000,ScottyBrown,RBT
1,0,242,150,2000,ScottyBrown,RBT
1,0,200,90,2000,ScottyBrown,RBT
1,0,250,170,2000,ScottyBrown,RBT
1,0,205,90,2000,ScottyBrown,RBT
1,0,175,70,2000,ScottyBrown,RBT
1,0,215,100,2000,ScottyBrown,RBT
1,0,198,70,2000,ScottyBrown,RBT
1,0,205,80,2000,ScottyBrown,RBT
1,0,182,70,2000,ScottyBrown,RBT
1,0,160,40,2000,ScottyBrown,RBT
1,0,190,65,2000,ScottyBrown,RBT
1,0,202,80,2000,ScottyBrown,RBT
1,0,240,130,2000,ScottyBrown,RBT
1,0,235,140,2000,ScottyBrown,RBT
1,0,212,85,2000,ScottyBrown,RBT
1,0,202,80,2000,ScottyBrown,RBT
1,0,200,80,2000,ScottyBrown,RBT
1,0,200,80,2000,ScottyBrown,RBT
1,0,180,65,2000,ScottyBrown,RBT
1,0,182,70,2000,ScottyBrown,RBT
1,0,215,100,2000,ScottyBrown,RBT
1,0,175,50,2000,ScottyBrown,RBT
1,0,154,35,2000,ScottyBrown,RBT
1,0,188,70,2000,ScottyBrown,RBT
1,0,162,50,2000,ScottyBrown,RBT
1,0,350,400,2000,ScottyBrown,RBT
1,0,425,660,2000,ScottyBrown,RBT
1,0,225,110,2000,ScottyBrown,RBT
1,0,232,120,2000,ScottyBrown,RBT
1,0,445,660,2000,ScottyBrown,RBT
1,0,428,670,2000,ScottyBrown,RBT
1,0,408,600,2000,ScottyBrown,RBT
1,0,362,470,2000,ScottyBrown,RBT
1,0,372,500,2000,ScottyBrown,RBT
1,0,365,520,2000,ScottyBrown,RBT
1,0,372,490,2000,ScottyBrown,RBT
1,0,288,250,2000,ScottyBrown,RBT
1,0,398,510,2000,ScottyBrown,RBT
1,0,375,500,2000,ScottyBrown,RBT
1,0,304,280,2000,ScottyBrown,RBT
1,0,380,550,2000,ScottyBrown,RBT
1,0,315,300,2000,ScottyBrown,RBT
1,0,328,380,2000,ScottyBrown,RBT
1,0,242,140,2000,ScottyBrown,RBT
1,0,190,70,2000,ScottyBrown,RBT
1,0,190,70,2000,ScottyBrown,RBT
1,0,160,70,2000,ScottyBrown,RBT
1,0,198,80,2000,ScottyBrown,RBT
1,0,178,50,2000,ScottyBrown,RBT
1,0,420,700,2000,ScottyBrown,RBT
1,0,480,860,2000,ScottyBrown,RBT
1,0,230,120,2000,ScottyBrown,RBT
1,0,302,260,2000,ScottyBrown,RBT
1,0,220,80,2000,ScottyBrown,RBT
1,0,232,130,2000,ScottyBrown,RBT
1,0,232,120,2000,ScottyBrown,RBT
1,0,270,210,2000,ScottyBrown,RBT
1,0,205,80,2000,ScottyBrown,RBT
1,0,195,90,2000,ScottyBrown,RBT
1,0,220,120,2000,ScottyBrown,RBT
1,0,187,80,2000,ScottyBrown,RBT
1,0,320,310,2000,ScottyBrown,RBT
1,0,410,720,2000,ScottyBrown,RBT
1,0,415,750,2000,ScottyBrown,RBT
1,0,440,730,2000,ScottyBrown,RBT
1,0,400,660,2000,ScottyBrown,RBT
1,0,405,550,2000,ScottyBrown,RBT
1,0,305,285,2000,ScottyBrown,RBT
1,0,380,440,2000,ScottyBrown,RBT
1,0,260,180,2000,ScottyBrown,RBT
1,0,192,80,2000,ScottyBrown,RBT
1,0,268,200,2000,ScottyBrown,RBT
1,0,212,100,2000,ScottyBrown,RBT
1,0,225,120,2000,ScottyBrown,RBT
1,0,210,100,2000,ScottyBrown,RBT
1,0,187,70,2000,ScottyBrown,RBT
1,0,175,70,2000,ScottyBrown,RBT
1,0,202,90,2000,ScottyBrown,RBT
1,0,164,50,2000,ScottyBrown,RBT
1,0,180,60,2000,ScottyBrown,RBT
1,0,335,460,2000,ScottyBrown,RBT
1,0,445,660,2000,ScottyBrown,RBT
1,0,496,1020,2000,ScottyBrown,RBT
1,0,450,680,2000,ScottyBrown,RBT
1,0,415,780,2000,ScottyBrown,RBT
1,0,380,540,2000,ScottyBrown,RBT
1,0,330,350,2000,ScottyBrown,RBT
1,0,280,230,2000,ScottyBrown,RBT
1,0,235,160,2000,ScottyBrown,RBT
1,0,289,260,2000,ScottyBrown,RBT
1,0,340,480,2000,ScottyBrown,RBT
1,0,250,170,2000,ScottyBrown,RBT
1,0,205,100,2000,ScottyBrown,RBT
1,0,235,140,2000,ScottyBrown,RBT
1,0,246,150,2000,ScottyBrown,RBT
1,0,256,200,2000,ScottyBrown,RBT
1,0,208,100,2000,ScottyBrown,RBT
1,0,190,80,2000,ScottyBrown,RBT
1,0,213,115,2000,ScottyBrown,RBT
1,0,198,90,2000,ScottyBrown,RBT
1,0,180,70,2000,ScottyBrown,RBT
1,0,172,60,2000,ScottyBrown,RBT
1,0,185,80,2000,ScottyBrown,RBT
1,0,160,60,2000,ScottyBrown,RBT
1,0,390,600,2000,ScottyBrown,RBT
1,0,388,530,2000,ScottyBrown,RBT
1,0,430,620,2000,ScottyBrown,RBT
1,0,410,590,2000,ScottyBrown,RBT
1,0,370,480,2000,ScottyBrown,RBT
1,0,340,425,2000,ScottyBrown,RBT
1,0,354,430,2000,ScottyBrown,RBT
1,0,318,350,2000,ScottyBrown,RBT
1,0,318,340,2000,ScottyBrown,RBT
1,0,318,340,2000,ScottyBrown,RBT
1,0,320,340,2000,ScottyBrown,RBT
1,0,298,300,2000,ScottyBrown,RBT
1,0,262,180,2000,ScottyBrown,RBT
1,0,310,300,2000,ScottyBrown,RBT
1,0,320,350,2000,ScottyBrown,RBT
1,0,230,150,2000,ScottyBrown,RBT
1,0,205,110,2000,ScottyBrown,RBT
1,0,240,150,2000,ScottyBrown,RBT
1,0,212,110,2000,ScottyBrown,RBT
1,0,200,100,2000,ScottyBrown,RBT
1,0,198,100,2000,ScottyBrown,RBT
1,0,188,80,2000,ScottyBrown,RBT
1,0,190,100,2000,ScottyBrown,RBT
1,0,190,90,2000,ScottyBrown,RBT
1,0,164,60,2000,ScottyBrown,RBT
1,0,415,740,2000,ScottyBrown,RBT
1,0,412,610,2000,ScottyBrown,RBT
1,0,400,650,2000,ScottyBrown,RBT
1,0,435,730,2000,ScottyBrown,RBT
1,0,320,380,2000,ScottyBrown,RBT
1,0,360,390,2000,ScottyBrown,RBT
1,0,400,525,2000,ScottyBrown,RBT
1,0,408,590,2000,ScottyBrown,RBT
1,0,290,250,2000,ScottyBrown,RBT
1,0,328,370,2000,ScottyBrown,RBT
1,0,388,610,2000,ScottyBrown,RBT
1,0,310,300,2000,ScottyBrown,RBT
1,0,328,340,2000,ScottyBrown,RBT
1,0,282,260,2000,ScottyBrown,RBT
1,0,272,230,2000,ScottyBrown,RBT
1,0,290,224,2000,ScottyBrown,RBT
1,0,315,320,2000,ScottyBrown,RBT
1,0,182,80,2000,ScottyBrown,RBT
1,0,176,80,2000,ScottyBrown,RBT
1,0,238,240,2000,ScottyBrown,RBT
1,0,190,100,2000,ScottyBrown,RBT
1,0,215,110,2000,ScottyBrown,RBT
1,0,320,360,2000,ScottyBrown,RBT
1,0,345,350,2000,ScottyBrown,RBT
1,0,288,270,2000,ScottyBrown,RBT
1,0,458,670,2000,ScottyBrown,RBT
1,0,240,150,2000,ScottyBrown,RBT
1,0,230,140,2000,ScottyBrown,RBT
1,0,210,115,2000,ScottyBrown,RBT
1,0,222,120,2000,ScottyBrown,RBT
1,0,190,90,2000,ScottyBrown,RBT
1,0,180,70,2000,ScottyBrown,RBT
2,0,448,930,2000,ScottyBrown,RBT
2,1,400,NA,2000,ScottyBrown,RBT
2,0,130,810,2000,ScottyBrown,RBT
2,0,365,510,2000,ScottyBrown,RBT
2,0,408,665,2000,ScottyBrown,RBT
2,0,362,440,2000,ScottyBrown,RBT
2,0,425,730,2000,ScottyBrown,RBT
2,0,285,260,2000,ScottyBrown,RBT
2,0,345,380,2000,ScottyBrown,RBT
2,0,270,200,2000,ScottyBrown,RBT
2,0,236,130,2000,ScottyBrown,RBT
2,0,235,130,2000,ScottyBrown,RBT
2,1,208,NA,2000,ScottyBrown,RBT
2,0,208,NA,2000,ScottyBrown,RBT
2,0,170,60,2000,ScottyBrown,RBT
2,0,202,90,2000,ScottyBrown,RBT
2,0,165,50,2000,ScottyBrown,RBT
2,0,170,55,2000,ScottyBrown,RBT
2,0,136,30,2000,ScottyBrown,RBT
2,0,125,30,2000,ScottyBrown,RBT
2,0,172,50,2000,ScottyBrown,RBT
2,0,192,80,2000,ScottyBrown,RBT
2,0,162,40,2000,ScottyBrown,RBT
2,0,82,NA,2000,ScottyBrown,RBT
2,0,81,NA,2000,ScottyBrown,RBT
2,0,432,730,2000,ScottyBrown,RBT
2,1,440,NA,2000,ScottyBrown,RBT
2,0,422,660,2000,ScottyBrown,RBT
2,0,380,590,2000,ScottyBrown,RBT
2,1,425,NA,2000,ScottyBrown,RBT
2,0,402,580,2000,ScottyBrown,RBT
2,0,328,340,2000,ScottyBrown,RBT
2,0,398,520,2000,ScottyBrown,RBT
2,0,268,200,2000,ScottyBrown,RBT
2,1,435,NA,2000,ScottyBrown,RBT
2,0,400,200,2000,ScottyBrown,RBT
2,0,350,460,2000,ScottyBrown,RBT
2,0,322,340,2000,ScottyBrown,RBT
2,1,213,NA,2000,ScottyBrown,RBT
2,0,212,130,2000,ScottyBrown,RBT
2,0,210,110,2000,ScottyBrown,RBT
2,1,310,NA,2000,ScottyBrown,RBT
2,0,410,630,2000,ScottyBrown,RBT
2,1,355,NA,2000,ScottyBrown,RBT
2,1,252,NA,2000,ScottyBrown,RBT
2,0,212,130,2000,ScottyBrown,RBT
2,0,220,120,2000,ScottyBrown,RBT
2,0,182,90,2000,ScottyBrown,RBT
2,1,198,NA,2000,ScottyBrown,RBT
2,1,200,NA,2000,ScottyBrown,RBT
2,1,215,NA,2000,ScottyBrown,RBT
2,0,190,80,2000,ScottyBrown,RBT
2,0,182,80,2000,ScottyBrown,RBT
2,0,182,80,2000,ScottyBrown,RBT
2,0,165,60,2000,ScottyBrown,RBT
2,0,190,100,2000,ScottyBrown,RBT
2,0,240,150,2000,ScottyBrown,RBT
2,0,182,80,2000,ScottyBrown,RBT
2,0,406,600,2000,ScottyBrown,RBT
2,0,398,580,2000,ScottyBrown,RBT
2,0,382,600,2000,ScottyBrown,RBT
2,0,416,645,2000,ScottyBrown,RBT
2,1,414,NA,2000,ScottyBrown,RBT
2,0,450,880,2000,ScottyBrown,RBT
2,0,426,670,2000,ScottyBrown,RBT
2,0,275,250,2000,ScottyBrown,RBT
2,0,382,490,2000,ScottyBrown,RBT
2,0,345,400,2000,ScottyBrown,RBT
2,0,474,830,2000,ScottyBrown,RBT
2,0,252,180,2000,ScottyBrown,RBT
2,0,445,810,2000,ScottyBrown,RBT
2,0,270,220,2000,ScottyBrown,RBT
2,0,395,580,2000,ScottyBrown,RBT
2,1,364,NA,2000,ScottyBrown,RBT
2,0,330,390,2000,ScottyBrown,RBT
2,0,390,555,2000,ScottyBrown,RBT
2,0,425,730,2000,ScottyBrown,RBT
2,0,215,100,2000,ScottyBrown,RBT
2,0,220,120,2000,ScottyBrown,RBT
2,0,250,170,2000,ScottyBrown,RBT
2,0,200,90,2000,ScottyBrown,RBT
2,0,245,160,2000,ScottyBrown,RBT
2,1,193,NA,2000,ScottyBrown,RBT
2,0,200,90,2000,ScottyBrown,RBT
2,0,187,85,2000,ScottyBrown,RBT
2,0,218,105,2000,ScottyBrown,RBT
2,1,418,NA,2000,ScottyBrown,RBT
2,0,362,480,2000,ScottyBrown,RBT
2,0,400,625,2000,ScottyBrown,RBT
2,0,320,370,2000,ScottyBrown,RBT
2,0,312,315,2000,ScottyBrown,RBT
2,0,242,190,2000,ScottyBrown,RBT
2,0,282,210,2000,ScottyBrown,RBT
2,0,232,150,2000,ScottyBrown,RBT
2,0,235,150,2000,ScottyBrown,RBT
2,1,290,NA,2000,ScottyBrown,RBT
2,0,255,210,2000,ScottyBrown,RBT
2,0,192,100,2000,ScottyBrown,RBT
2,0,180,80,2000,ScottyBrown,RBT
2,0,165,70,2000,ScottyBrown,RBT
2,0,186,100,2000,ScottyBrown,RBT
2,0,454,670,2000,ScottyBrown,RBT
2,0,458,725,2000,ScottyBrown,RBT
2,0,428,750,2000,ScottyBrown,RBT
2,1,408,NA,2000,ScottyBrown,RBT
2,0,398,550,2000,ScottyBrown,RBT
2,1,423,NA,2000,ScottyBrown,RBT
2,0,380,510,2000,ScottyBrown,RBT
2,0,403,670,2000,ScottyBrown,RBT
2,1,412,NA,2000,ScottyBrown,RBT
2,0,348,400,2000,ScottyBrown,RBT
2,0,282,240,2000,ScottyBrown,RBT
2,1,265,NA,2000,ScottyBrown,RBT
2,0,203,80,2000,ScottyBrown,RBT
2,0,222,110,2000,ScottyBrown,RBT
2,1,415,NA,2000,ScottyBrown,RBT
2,0,195,80,2000,ScottyBrown,RBT
2,0,300,280,2000,ScottyBrown,RBT
2,1,260,NA,2000,ScottyBrown,RBT
2,0,190,75,2000,ScottyBrown,RBT
2,0,252,170,2000,ScottyBrown,RBT
2,0,250,145,2000,ScottyBrown,RBT
2,0,222,105,2000,ScottyBrown,RBT
2,0,222,105,2000,ScottyBrown,RBT
2,0,208,80,2000,ScottyBrown,RBT
2,0,220,100,2000,ScottyBrown,RBT
2,0,200,90,2000,ScottyBrown,RBT
2,0,205,80,2000,ScottyBrown,RBT
2,1,206,NA,2000,ScottyBrown,RBT
2,0,203,80,2000,ScottyBrown,RBT
2,1,183,NA,2000,ScottyBrown,RBT
2,0,284,240,2000,ScottyBrown,RBT
2,0,185,60,2000,ScottyBrown,RBT
2,0,192,60,2000,ScottyBrown,RBT
2,0,173,50,2000,ScottyBrown,RBT
2,0,190,70,2000,ScottyBrown,RBT
2,0,182,50,2000,ScottyBrown,RBT
2,0,167,50,2000,ScottyBrown,RBT
2,0,155,40,2000,ScottyBrown,RBT
2,0,176,45,2000,ScottyBrown,RBT
2,1,163,NA,2000,ScottyBrown,RBT
2,0,485,1040,2000,ScottyBrown,RBT
2,0,430,720,2000,ScottyBrown,RBT
2,0,372,430,2000,ScottyBrown,RBT
2,0,405,550,2000,ScottyBrown,RBT
2,0,415,610,2000,ScottyBrown,RBT
2,0,430,610,2000,ScottyBrown,RBT
2,1,332,NA,2000,ScottyBrown,RBT
2,0,380,640,2000,ScottyBrown,RBT
2,0,332,400,2000,ScottyBrown,RBT
2,0,385,550,2000,ScottyBrown,RBT
2,0,430,230,2000,ScottyBrown,RBT
2,1,360,NA,2000,ScottyBrown,RBT
2,0,282,220,2000,ScottyBrown,RBT
2,1,395,NA,2000,ScottyBrown,RBT
2,0,340,430,2000,ScottyBrown,RBT
2,0,440,450,2000,ScottyBrown,RBT
2,1,323,NA,2000,ScottyBrown,RBT
2,0,325,380,2000,ScottyBrown,RBT
2,0,328,390,2000,ScottyBrown,RBT
2,0,302,280,2000,ScottyBrown,RBT
2,1,348,NA,2000,ScottyBrown,RBT
2,1,322,NA,2000,ScottyBrown,RBT
2,0,298,260,2000,ScottyBrown,RBT
2,0,225,140,2000,ScottyBrown,RBT
2,0,190,80,2000,ScottyBrown,RBT
2,0,195,90,2000,ScottyBrown,RBT
2,0,208,100,2000,ScottyBrown,RBT
2,1,216,NA,2000,ScottyBrown,RBT
2,0,208,100,2000,ScottyBrown,RBT
2,0,238,140,2000,ScottyBrown,RBT
2,1,210,NA,2000,ScottyBrown,RBT
2,0,190,85,2000,ScottyBrown,RBT
2,0,240,60,2000,ScottyBrown,RBT
2,0,232,150,2000,ScottyBrown,RBT
2,0,208,95,2000,ScottyBrown,RBT
2,0,260,180,2000,ScottyBrown,RBT
2,1,193,NA,2000,ScottyBrown,RBT
2,0,210,100,2000,ScottyBrown,RBT
2,0,172,60,2000,ScottyBrown,RBT
2,1,185,NA,2000,ScottyBrown,RBT
2,0,206,100,2000,ScottyBrown,RBT
2,0,372,520,2000,ScottyBrown,RBT
2,0,405,580,2000,ScottyBrown,RBT
2,0,425,340,2000,ScottyBrown,RBT
2,1,310,NA,2000,ScottyBrown,RBT
2,1,402,NA,2000,ScottyBrown,RBT
2,1,400,NA,2000,ScottyBrown,RBT
2,0,400,620,2000,ScottyBrown,RBT
2,0,358,550,2000,ScottyBrown,RBT
2,1,362,NA,2000,ScottyBrown,RBT
2,0,370,480,2000,ScottyBrown,RBT
2,0,345,440,2000,ScottyBrown,RBT
2,1,238,NA,2000,ScottyBrown,RBT
2,1,292,NA,2000,ScottyBrown,RBT
2,1,348,NA,2000,ScottyBrown,RBT
2,0,330,150,2000,ScottyBrown,RBT
2,0,210,130,2000,ScottyBrown,RBT
2,0,208,90,2000,ScottyBrown,RBT
2,0,255,170,2000,ScottyBrown,RBT
2,0,288,280,2000,ScottyBrown,RBT
2,0,208,80,2000,ScottyBrown,RBT
2,0,195,80,2000,ScottyBrown,RBT
2,0,220,120,2000,ScottyBrown,RBT
2,0,175,50,2000,ScottyBrown,RBT
1,0,408,640,2002,ScottyBrown,RBT
1,0,400,550,2002,ScottyBrown,RBT
1,0,385,480,2002,ScottyBrown,RBT
1,0,438,700,2002,ScottyBrown,RBT
1,0,338,365,2002,ScottyBrown,RBT
1,0,310,310,2002,ScottyBrown,RBT
1,0,175,40,2002,ScottyBrown,RBT
1,0,185,35,2002,ScottyBrown,RBT
1,0,465,820,2002,ScottyBrown,RBT
1,0,410,720,2002,ScottyBrown,RBT
1,0,417,670,2002,ScottyBrown,RBT
1,0,341,400,2002,ScottyBrown,RBT
1,0,362,430,2002,ScottyBrown,RBT
1,0,420,630,2002,ScottyBrown,RBT
1,0,432,785,2002,ScottyBrown,RBT
1,0,425,730,2002,ScottyBrown,RBT
1,0,346,375,2002,ScottyBrown,RBT
1,0,385,550,2002,ScottyBrown,RBT
1,0,372,460,2002,ScottyBrown,RBT
1,0,340,325,2002,ScottyBrown,RBT
1,0,370,430,2002,ScottyBrown,RBT
1,0,200,60,2002,ScottyBrown,RBT
1,0,165,35,2002,ScottyBrown,RBT
1,0,108,NA,2002,ScottyBrown,RBT
1,0,455,620,2002,ScottyBrown,RBT
1,0,368,480,2002,ScottyBrown,RBT
1,0,455,845,2002,ScottyBrown,RBT
1,0,346,380,2002,ScottyBrown,RBT
1,0,415,790,2002,ScottyBrown,RBT
1,0,445,730,2002,ScottyBrown,RBT
1,0,510,1180,2002,ScottyBrown,RBT
1,0,334,420,2002,ScottyBrown,RBT
1,0,445,880,2002,ScottyBrown,RBT
1,0,455,800,2002,ScottyBrown,RBT
1,0,390,510,2002,ScottyBrown,RBT
1,0,395,680,2002,ScottyBrown,RBT
1,0,380,540,2002,ScottyBrown,RBT
1,0,374,540,2002,ScottyBrown,RBT
1,0,388,560,2002,ScottyBrown,RBT
1,0,195,70,2002,ScottyBrown,RBT
1,0,165,30,2002,ScottyBrown,RBT
1,0,200,80,2002,ScottyBrown,RBT
1,0,391,638,2002,ScottyBrown,RBT
1,0,390,530,2002,ScottyBrown,RBT
1,0,448,790,2002,ScottyBrown,RBT
1,0,420,640,2002,ScottyBrown,RBT
1,0,455,810,2002,ScottyBrown,RBT
1,0,394,580,2002,ScottyBrown,RBT
1,0,468,785,2002,ScottyBrown,RBT
1,0,470,900,2002,ScottyBrown,RBT
1,0,400,580,2002,ScottyBrown,RBT
1,0,380,545,2002,ScottyBrown,RBT
1,0,433,762,2002,ScottyBrown,RBT
1,0,353,400,2002,ScottyBrown,RBT
1,0,290,255,2002,ScottyBrown,RBT
1,0,300,290,2002,ScottyBrown,RBT
1,0,210,85,2002,ScottyBrown,RBT
1,0,270,220,2002,ScottyBrown,RBT
1,0,140,30,2002,ScottyBrown,RBT
1,0,175,50,2002,ScottyBrown,RBT
1,0,355,440,2002,ScottyBrown,RBT
1,0,445,380,2002,ScottyBrown,RBT
1,0,385,550,2002,ScottyBrown,RBT
1,0,452,680,2002,ScottyBrown,RBT
1,0,435,680,2002,ScottyBrown,RBT
1,0,370,420,2002,ScottyBrown,RBT
1,0,388,580,2002,ScottyBrown,RBT
1,0,391,510,2002,ScottyBrown,RBT
1,0,240,150,2002,ScottyBrown,RBT
1,0,320,360,2002,ScottyBrown,RBT
1,0,392,600,2002,ScottyBrown,RBT
1,0,480,970,2002,ScottyBrown,RBT
1,0,285,220,2002,ScottyBrown,RBT
1,0,316,335,2002,ScottyBrown,RBT
1,0,435,800,2002,ScottyBrown,RBT
1,0,418,830,2002,ScottyBrown,RBT
1,0,330,350,2002,ScottyBrown,RBT
1,0,135,NA,2002,ScottyBrown,RBT
1,0,274,220,2002,ScottyBrown,RBT
1,0,285,240,2002,ScottyBrown,RBT
1,0,235,125,2002,ScottyBrown,RBT
1,0,354,410,2002,ScottyBrown,RBT
1,0,282,240,2002,ScottyBrown,RBT
1,0,184,120,2002,ScottyBrown,RBT
1,0,252,150,2002,ScottyBrown,RBT
1,0,150,30,2002,ScottyBrown,RBT
1,0,400,560,2002,ScottyBrown,RBT
1,0,185,60,2002,ScottyBrown,RBT
1,0,293,300,2002,ScottyBrown,RBT
1,0,400,620,2002,ScottyBrown,RBT
1,0,475,930,2002,ScottyBrown,RBT
1,0,422,760,2002,ScottyBrown,RBT
1,0,437,720,2002,ScottyBrown,RBT
1,0,360,480,2002,ScottyBrown,RBT
1,0,370,460,2002,ScottyBrown,RBT
1,0,235,120,2002,ScottyBrown,RBT
1,0,162,40,2002,ScottyBrown,RBT
1,0,178,50,2002,ScottyBrown,RBT
1,0,151,25,2002,ScottyBrown,RBT
1,0,365,460,2002,ScottyBrown,RBT
1,0,381,560,2002,ScottyBrown,RBT
1,0,410,720,2002,ScottyBrown,RBT
1,0,455,720,2002,ScottyBrown,RBT
1,0,178,55,2002,ScottyBrown,RBT
1,0,320,360,2002,ScottyBrown,RBT
1,0,375,470,2002,ScottyBrown,RBT
1,0,418,360,2002,ScottyBrown,RBT
1,0,342,360,2002,ScottyBrown,RBT
1,0,328,325,2002,ScottyBrown,RBT
1,0,373,500,2002,ScottyBrown,RBT
1,0,245,170,2002,ScottyBrown,RBT
1,0,310,280,2002,ScottyBrown,RBT
1,0,160,40,2002,ScottyBrown,RBT
1,0,450,820,2002,ScottyBrown,RBT
1,0,438,620,2002,ScottyBrown,RBT
1,0,330,320,2002,ScottyBrown,RBT
1,0,350,400,2002,ScottyBrown,RBT
1,0,414,560,2002,ScottyBrown,RBT
1,0,330,360,2002,ScottyBrown,RBT
1,0,365,490,2002,ScottyBrown,RBT
1,0,382,600,2002,ScottyBrown,RBT
1,0,364,495,2002,ScottyBrown,RBT
1,0,412,690,2002,ScottyBrown,RBT
1,0,360,430,2002,ScottyBrown,RBT
1,0,400,590,2002,ScottyBrown,RBT
1,0,355,420,2002,ScottyBrown,RBT
1,0,255,150,2002,ScottyBrown,RBT
1,0,420,580,2002,ScottyBrown,RBT
1,0,400,650,2002,ScottyBrown,RBT
1,0,378,425,2002,ScottyBrown,RBT
1,0,376,500,2002,ScottyBrown,RBT
1,0,355,400,2002,ScottyBrown,RBT
1,0,155,50,2002,ScottyBrown,RBT
1,0,280,220,2002,ScottyBrown,RBT
1,0,288,230,2002,ScottyBrown,RBT
1,0,332,355,2002,ScottyBrown,RBT
1,0,245,270,2002,ScottyBrown,RBT
1,0,322,290,2002,ScottyBrown,RBT
1,0,180,65,2002,ScottyBrown,RBT
1,0,160,50,2002,ScottyBrown,RBT
1,0,220,120,2002,ScottyBrown,RBT
1,0,155,50,2002,ScottyBrown,RBT
1,0,162,50,2002,ScottyBrown,RBT
1,0,140,35,2002,ScottyBrown,RBT
1,0,148,30,2002,ScottyBrown,RBT
1,0,170,50,2002,ScottyBrown,RBT
1,0,305,330,2002,ScottyBrown,RBT
1,0,396,555,2002,ScottyBrown,RBT
1,0,274,180,2002,ScottyBrown,RBT
1,0,445,940,2002,ScottyBrown,RBT
1,0,475,1090,2002,ScottyBrown,RBT
1,0,330,360,2002,ScottyBrown,RBT
1,0,450,780,2002,ScottyBrown,RBT
1,0,384,460,2002,ScottyBrown,RBT
1,0,444,820,2002,ScottyBrown,RBT
1,0,282,280,2002,ScottyBrown,RBT
1,0,304,280,2002,ScottyBrown,RBT
1,0,380,600,2002,ScottyBrown,RBT
1,0,408,620,2002,ScottyBrown,RBT
1,0,312,320,2002,ScottyBrown,RBT
1,0,295,260,2002,ScottyBrown,RBT
1,0,164,40,2002,ScottyBrown,RBT
2,0,428,700,2002,ScottyBrown,RBT
2,1,432,NA,2002,ScottyBrown,RBT
2,0,390,550,2002,ScottyBrown,RBT
2,0,438,870,2002,ScottyBrown,RBT
